drug_name,drug_id,ind_name,ind_id,NCT,status,phase,DetailedStatus
Clocortolone,DB00838,"Lymphoma, T-Cell, Cutaneous",C0079773,NA,Approved,NA,NA
Clocortolone,DB00838,Pruritus of genital organs,C0033777,NA,Approved,NA,NA
Clocortolone,DB00838,"Lupus Erythematosus, Discoid",C0024138,NA,Approved,NA,NA
Clocortolone,DB00838,Exanthema,C0015230,NA,Approved,NA,NA
Clocortolone,DB00838,Granuloma Annulare,C0085074,NA,Approved,NA,NA
Tolazamide,DB00839,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,NA,Approved,NA,NA
Dobutamine,DB00841,"Shock, Cardiogenic",C0036980,NA,Approved,NA,NA
Dobutamine,DB00841,Decompensated cardiac failure,C0581377,NA,Approved,NA,NA
Dobutamine,DB00841,Heart Decompensation,C1961112,NA,Approved,NA,NA
Oxazepam,DB00842,Anxiety,C0003467,NA,Approved,NA,NA
Oxazepam,DB00842,Alcohol Withdrawal Delirium,C0001957,NA,Approved,NA,NA
Donepezil,DB00843,Alzheimer's Disease,C0002395,NA,Approved,NA,NA
Nalbuphine,DB00844,Pain,C0030193,NA,Approved,NA,NA
Nalbuphine,DB00844,Labor Pain,C0474368,NA,Approved,NA,NA
Clofazimine,DB00845,Dapsone resistant mycobacterium leprae disease,C1563054,NA,Approved,NA,NA
Clofazimine,DB00845,Pyoderma Gangrenosum,C0085652,NA,Approved,NA,NA
Clofazimine,DB00845,Erythema nodosum leprosum,C0343467,NA,Approved,NA,NA
Clofazimine,DB00845,Leprosy,C0023343,NA,Approved,NA,NA
Clofazimine,DB00845,"Leprosy, Multibacillary",C1562585,NA,Approved,NA,NA
Flurandrenolide,DB00846,"Lupus Erythematosus, Discoid",C0024138,NA,Approved,NA,NA
Flurandrenolide,DB00846,Pruritus of genital organs,C0033777,NA,Approved,NA,NA
Flurandrenolide,DB00846,Chronic small plaque psoriasis,C0406317,NA,Approved,NA,NA
Flurandrenolide,DB00846,Scalp psoriasis,C0406326,NA,Approved,NA,NA
Flurandrenolide,DB00846,Exanthema,C0015230,NA,Approved,NA,NA
Flurandrenolide,DB00846,Contact Dermatitis,C0011616,NA,Approved,NA,NA
Flurandrenolide,DB00846,Granuloma Annulare,C0085074,NA,Approved,NA,NA
Flurandrenolide,DB00846,Lichen Simplex Chronicus,C0149922,NA,Approved,NA,NA
Flurandrenolide,DB00846,Seborrheic dermatitis,C0036508,NA,Approved,NA,NA
Flurandrenolide,DB00846,Pruritus Ani,C0033775,NA,Approved,NA,NA
Flurandrenolide,DB00846,"Lymphoma, T-Cell, Cutaneous",C0079773,NA,Approved,NA,NA
Flurandrenolide,DB00846,"Dermatitis, Atopic",C0011615,NA,Approved,NA,NA
Cysteamine,DB00847,Nephropathic cystinosis,C2931187,NA,Approved,NA,NA
Methylphenobarbital,DB00849,apprehension,C0233485,NA,Approved,NA,NA
Methylphenobarbital,DB00849,Tonic-Clonic Epilepsy,C0014549,NA,Approved,NA,NA
Methylphenobarbital,DB00849,Tension,C0233494,NA,Approved,NA,NA
Methylphenobarbital,DB00849,Epilepsy,C0014544,NA,Approved,NA,NA
Methylphenobarbital,DB00849,Anxiety,C0003467,NA,Approved,NA,NA
Perphenazine,DB00850,Nausea and vomiting,C0027498,NA,Approved,NA,NA
Perphenazine,DB00850,Schizophrenia,C0036341,NA,Approved,NA,NA
Perphenazine,DB00850,Mixed anxiety and depressive disorder,C0338908,NA,Approved,NA,NA
Dacarbazine,DB00851,Hodgkin Disease,C0019829,NA,Approved,NA,NA
Dacarbazine,DB00851,"Malignant melanoma, metastatic",C0860594,NA,Approved,NA,NA
Pseudoephedrine,DB00852,Headache Disorders,C0393735,NA,Approved,NA,NA
Pseudoephedrine,DB00852,Nasal congestion (finding),C0027424,NA,Approved,NA,NA
Pseudoephedrine,DB00852,Rhinorrhea,C1260880,NA,Approved,NA,NA
Pseudoephedrine,DB00852,Allergic Conjunctivitis,C0009766,NA,Approved,NA,NA
Pseudoephedrine,DB00852,Hay fever,C0018621,NA,Approved,NA,NA
Pseudoephedrine,DB00852,"Rhinitis, Vasomotor",C0035460,NA,Approved,NA,NA
Pseudoephedrine,DB00852,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA
Pseudoephedrine,DB00852,Influenza-like symptoms,C0392171,NA,Approved,NA,NA
Pseudoephedrine,DB00852,Sinus headache,C0037195,NA,Approved,NA,NA
Pseudoephedrine,DB00852,Rhinitis,C0035455,NA,Approved,NA,NA
Pseudoephedrine,DB00852,Common Cold,C0009443,NA,Approved,NA,NA
Temozolomide,DB00853,Anaplastic astrocytoma,C0334579,NA,Approved,NA,NA
Temozolomide,DB00853,Glioblastoma multiforme of brain,C0349543,NA,Approved,NA,NA
Levorphanol,DB00854,Pain,C0030193,NA,Approved,NA,NA
Aminolevulinic acid,DB00855,Actinic keratosis,C0022602,NA,Approved,NA,NA
Chlorphenesin,DB00856,Muscle Spasticity,C0026838,NA,Approved,NA,NA
Terbinafine,DB00857,Onychomycosis,C0040261,NA,Approved,NA,NA
Terbinafine,DB00857,Tinea Pedis,C0040259,NA,Approved,NA,NA
Terbinafine,DB00857,Tinea Versicolor,C0040262,NA,Approved,NA,NA
Terbinafine,DB00857,Onychomycosis of toenails,C1274470,NA,Approved,NA,NA
Terbinafine,DB00857,Tinea Capitis,C0040250,NA,Approved,NA,NA
Terbinafine,DB00857,Tinea cruris,C1384589,NA,Approved,NA,NA
Terbinafine,DB00857,Onychomycosis of fingernails,C1274469,NA,Approved,NA,NA
Terbinafine,DB00857,Tinea corporis (disorder),C0040252,NA,Approved,NA,NA
Drostanolone,DB00858,Corneal Ulcer,C0010043,NA,Approved,NA,NA
Drostanolone,DB00858,Iritis,C0022081,NA,Approved,NA,NA
Drostanolone,DB00858,Rosacea,C0035854,NA,Approved,NA,NA
Drostanolone,DB00858,"Anemia, Diamond-Blackfan",C1260899,NA,Approved,NA,NA
Drostanolone,DB00858,Uveitis,C0042164,NA,Approved,NA,NA
Drostanolone,DB00858,Aplastic Anemia,C0002874,NA,Approved,NA,NA
Drostanolone,DB00858,Punctate keratopathy,C0423234,NA,Approved,NA,NA
Drostanolone,DB00858,Iridocyclitis,C0022073,NA,Approved,NA,NA
Drostanolone,DB00858,Allergic Conjunctivitis,C0009766,NA,Approved,NA,NA
Drostanolone,DB00858,Herpes zoster keratitis,C1275687,NA,Approved,NA,NA
Drostanolone,DB00858,Corneal abrasion,C0010032,NA,Approved,NA,NA
Drostanolone,DB00858,Cyclitis,C0010543,NA,Approved,NA,NA
Drostanolone,DB00858,Hypoplastic anemia,C0178416,NA,Approved,NA,NA
Penicillamine,DB00859,Rheumatoid Arthritis,C0003873,NA,Approved,NA,NA
Penicillamine,DB00859,Hepatolenticular Degeneration,C0019202,NA,Approved,NA,NA
Penicillamine,DB00859,Cystinuria,C0010691,NA,Approved,NA,NA
Prednisolone,DB00860,Bacterial conjunctivitis,C0009768,NA,Approved,NA,NA
Prednisolone,DB00860,Blepharoconjunctivitis,C0005743,NA,Approved,NA,NA
Prednisolone,DB00860,Iridocyclitis,C0022073,NA,Approved,NA,NA
Prednisolone,DB00860,Infective blepharitis,C0729587,NA,Approved,NA,NA
Prednisolone,DB00860,"Dermatitis, Atopic",C0011615,NA,Approved,NA,NA
Prednisolone,DB00860,Pruritus of genital organs,C0033777,NA,Approved,NA,NA
Prednisolone,DB00860,Pruritus Ani,C0033775,NA,Approved,NA,NA
Prednisolone,DB00860,"Lupus Erythematosus, Discoid",C0024138,NA,Approved,NA,NA
Prednisolone,DB00860,Lichen Simplex Chronicus,C0149922,NA,Approved,NA,NA
Prednisolone,DB00860,"Lymphoma, T-Cell, Cutaneous",C0079773,NA,Approved,NA,NA
Prednisolone,DB00860,Contact Dermatitis,C0011616,NA,Approved,NA,NA
Prednisolone,DB00860,Granuloma Annulare,C0085074,NA,Approved,NA,NA
Prednisolone,DB00860,Exanthema,C0015230,NA,Approved,NA,NA
Prednisolone,DB00860,Scalp psoriasis,C0406326,NA,Approved,NA,NA
Prednisolone,DB00860,Seborrheic dermatitis,C0036508,NA,Approved,NA,NA
Prednisolone,DB00860,Chronic small plaque psoriasis,C0406317,NA,Approved,NA,NA
Prednisolone,DB00860,"Ophthalmia, Sympathetic",C0029077,NA,Approved,NA,NA
Prednisolone,DB00860,Mycosis Fungoides,C0026948,NA,Approved,NA,NA
Prednisolone,DB00860,Ulcerative Colitis,C0009324,NA,Approved,NA,NA
Prednisolone,DB00860,Eosinophilic Pneumonia,C1527407,NA,Approved,NA,NA
Prednisolone,DB00860,Addison Disease,C0001403,NA,Approved,NA,NA
Prednisolone,DB00860,Musculoskeletal Diseases,C0026857,NA,Approved,NA,NA
Prednisolone,DB00860,"Arthritis, Gouty",C0003868,NA,Approved,NA,NA
Prednisolone,DB00860,Addisonian crisis,C0151467,NA,Approved,NA,NA
Prednisolone,DB00860,Disorder of eye,C0015397,NA,Approved,NA,NA
Prednisolone,DB00860,Synovitis,C0039103,NA,Approved,NA,NA
Prednisolone,DB00860,Bacterial keratitis,C0854211,NA,Approved,NA,NA
Prednisolone,DB00860,Serum Sickness,C0036830,NA,Approved,NA,NA
Prednisolone,DB00860,Multiple Sclerosis,C0026769,NA,Approved,NA,NA
Prednisolone,DB00860,Sjogren's Syndrome,C1527336,NA,Approved,NA,NA
Prednisolone,DB00860,Nephrotic Syndrome,C0027726,NA,Approved,NA,NA
Prednisolone,DB00860,Exacerbation of asthma,C0349790,NA,Approved,NA,NA
Prednisolone,DB00860,"Arthritis, Psoriatic",C0003872,NA,Approved,NA,NA
Prednisolone,DB00860,Stevens-Johnson Syndrome,C0038325,NA,Approved,NA,NA
Prednisolone,DB00860,Rheumatic Heart Disease,C0035439,NA,Approved,NA,NA
Prednisolone,DB00860,Cyclitis,C0010543,NA,Approved,NA,NA
Prednisolone,DB00860,"Lymphoma, Follicular",C0024301,NA,Approved,NA,NA
Prednisolone,DB00860,Inflammatory Bowel Diseases,C0021390,NA,Approved,NA,NA
Prednisolone,DB00860,Keratitis,C0022568,NA,Approved,NA,NA
Prednisolone,DB00860,Ankylosing spondylitis,C0038013,NA,Approved,NA,NA
Prednisolone,DB00860,Punctate keratopathy,C0423234,NA,Approved,NA,NA
Prednisolone,DB00860,Crohn Disease,C0010346,NA,Approved,NA,NA
Prednisolone,DB00860,Cooley's anemia,C0002875,NA,Approved,NA,NA
Prednisolone,DB00860,Psoriasis,C0033860,NA,Approved,NA,NA
Prednisolone,DB00860,Status Asthmaticus,C0038218,NA,Approved,NA,NA
Prednisolone,DB00860,Simple Pulmonary Eosinophilia,C0242459,NA,Approved,NA,NA
Prednisolone,DB00860,Corneal abrasion,C0010032,NA,Approved,NA,NA
Prednisolone,DB00860,Uveitis,C0042164,NA,Approved,NA,NA
Prednisolone,DB00860,"Lymphoma, Non-Hodgkin",C0024305,NA,Approved,NA,NA
Prednisolone,DB00860,Acute lymphocytic leukemia,C0023449,NA,Approved,NA,NA
Prednisolone,DB00860,Erythema Multiforme,C0014742,NA,Approved,NA,NA
Prednisolone,DB00860,"Lupus Erythematosus, Systemic",C0024141,NA,Approved,NA,NA
Prednisolone,DB00860,Adrenal cortical hypofunction,C0405580,NA,Approved,NA,NA
Prednisolone,DB00860,Adrenogenital disorder,C0701163,NA,Approved,NA,NA
Prednisolone,DB00860,Exfoliative dermatitis,C0011606,NA,Approved,NA,NA
Prednisolone,DB00860,Pemphigus,C0030807,NA,Approved,NA,NA
Prednisolone,DB00860,Ocular Rosacea,C0406486,NA,Approved,NA,NA
Prednisolone,DB00860,Berylliosis,C0005138,NA,Approved,NA,NA
Prednisolone,DB00860,"Anemia, Diamond-Blackfan",C1260899,NA,Approved,NA,NA
Prednisolone,DB00860,Bursitis,C0006444,NA,Approved,NA,NA
Prednisolone,DB00860,Epicondylitis,C0014488,NA,Approved,NA,NA
Prednisolone,DB00860,Meibomianitis,C0549398,NA,Approved,NA,NA
Prednisolone,DB00860,Acquired thrombocytopenia,C0154301,NA,Approved,NA,NA
Prednisolone,DB00860,Giant Cell Arteritis,C0039483,NA,Approved,NA,NA
Prednisolone,DB00860,Herpes zoster keratitis,C1275687,NA,Approved,NA,NA
Prednisolone,DB00860,Sarcoidosis,C0036202,NA,Approved,NA,NA
Prednisolone,DB00860,"Aspergillosis, Allergic Bronchopulmonary",C0004031,NA,Approved,NA,NA
Prednisolone,DB00860,Post traumatic osteoarthritis,C2894027,NA,Approved,NA,NA
Prednisolone,DB00860,Transplanted organ rejection,C0345468,NA,Approved,NA,NA
Prednisolone,DB00860,Autoimmune Diseases,C0004364,NA,Approved,NA,NA
Prednisolone,DB00860,Asthma,C0004096,NA,Approved,NA,NA
Prednisolone,DB00860,Corneal Ulcer,C0010043,NA,Approved,NA,NA
Prednisolone,DB00860,Rosacea,C0035854,NA,Approved,NA,NA
Prednisolone,DB00860,Extrinsic allergic alveolitis,C0002390,NA,Approved,NA,NA
Prednisolone,DB00860,Thyroiditis,C0040147,NA,Approved,NA,NA
Prednisolone,DB00860,Dermatitis Herpetiformis,C0011608,NA,Approved,NA,NA
Prednisolone,DB00860,Polymyalgia Rheumatica,C0032533,NA,Approved,NA,NA
Prednisolone,DB00860,Dacryocystitis,C0010930,NA,Approved,NA,NA
Prednisolone,DB00860,Rheumatoid Arthritis,C0003873,NA,Approved,NA,NA
Prednisolone,DB00860,Angioedema,C0002994,NA,Approved,NA,NA
Prednisolone,DB00860,Autoimmune hemolytic anemia,C0002880,NA,Approved,NA,NA
Prednisolone,DB00860,Dermatologic disorders,C0037274,NA,Approved,NA,NA
Prednisolone,DB00860,Congenital adrenal hyperplasia,C0001627,NA,Approved,NA,NA
Prednisolone,DB00860,Tenosynovitis,C0039520,NA,Approved,NA,NA
Prednisolone,DB00860,Iritis,C0022081,NA,Approved,NA,NA
Prednisolone,DB00860,Cerebral Edema,C0006114,NA,Approved,NA,NA
Prednisolone,DB00860,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA
Prednisolone,DB00860,Humoral hypercalcemia of malignancy (disorder),C0149911,NA,Approved,NA,NA
Prednisolone,DB00860,"Tuberculosis, Miliary",C0041321,NA,Approved,NA,NA
Prednisolone,DB00860,Tendinitis,C0039503,NA,Approved,NA,NA
Prednisolone,DB00860,Hodgkin Disease,C0019829,NA,Approved,NA,NA
Prednisolone,DB00860,Pulmonary Fibrosis,C0034069,NA,Approved,NA,NA
Prednisolone,DB00860,Allergic Conjunctivitis,C0009766,NA,Approved,NA,NA
Prednisolone,DB00860,Aspiration pneumonitis,C1761609,NA,Approved,NA,NA
Prednisolone,DB00860,Laryngeal Edema,C0023052,NA,Approved,NA,NA
Diflunisal,DB00861,Degenerative polyarthritis,C0029408,NA,Approved,NA,NA
Diflunisal,DB00861,Rheumatoid Arthritis,C0003873,NA,Approved,NA,NA
Diflunisal,DB00861,Pain,C0030193,NA,Approved,NA,NA
Diflunisal,DB00861,Chronic pain,C0150055,NA,Approved,NA,NA
Vardenafil,DB00862,Erectile dysfunction,C0242350,NA,Approved,NA,NA
Ranitidine,DB00863,Erosive esophagitis,C0267055,NA,Approved,NA,NA
Ranitidine,DB00863,Duodenal Ulcer,C0013295,NA,Approved,NA,NA
Ranitidine,DB00863,Zollinger-Ellison syndrome,C0043515,NA,Approved,NA,NA
Ranitidine,DB00863,Dyspepsia,C0013395,NA,Approved,NA,NA
Ranitidine,DB00863,Gastroesophageal reflux disease,C0017168,NA,Approved,NA,NA
Ranitidine,DB00863,Heartburn,C0018834,NA,Approved,NA,NA
Ranitidine,DB00863,Gastric ulcer,C0038358,NA,Approved,NA,NA
Tacrolimus,DB00864,Transplanted organ rejection,C0345468,NA,Approved,NA,NA
Tacrolimus,DB00864,Renal transplant rejection,C0238217,NA,Approved,NA,NA
Tacrolimus,DB00864,Liver transplant rejection,C0400968,NA,Approved,NA,NA
Benzphetamine,DB00865,Obesity,C0028754,NA,Approved,NA,NA
Ritodrine,DB00867,Premature Obstetric Labor,C0022876,NA,Approved,NA,NA
Benzonatate,DB00868,Coughing,C0010200,NA,Approved,NA,NA
Dorzolamide,DB00869,"Glaucoma, Open-Angle",C0017612,NA,Approved,NA,NA
Dorzolamide,DB00869,Ocular Hypertension,C0028840,NA,Approved,NA,NA
Terbutaline,DB00871,Pulmonary Emphysema,C0034067,NA,Approved,NA,NA
Terbutaline,DB00871,Pruritus,C0033774,NA,Approved,NA,NA
Terbutaline,DB00871,Dry Eye Syndromes,C0013238,NA,Approved,NA,NA
Terbutaline,DB00871,Asthma,C0004096,NA,Approved,NA,NA
Terbutaline,DB00871,Skin irritation,C0152030,NA,Approved,NA,NA
Terbutaline,DB00871,Bronchitis,C0006277,NA,Approved,NA,NA
Terbutaline,DB00871,Asthma attack,C0347950,NA,Approved,NA,NA
Conivaptan,DB00872,Hyponatremia,C0020625,NA,Approved,NA,NA
Loteprednol,DB00873,Iritis,C0022081,NA,Approved,NA,NA
Loteprednol,DB00873,Herpes zoster keratoconjunctivitis,C0153027,NA,Approved,NA,NA
Loteprednol,DB00873,Corneal abrasion,C0010032,NA,Approved,NA,NA
Loteprednol,DB00873,Corneal Perforation,C0339293,NA,Approved,NA,NA
Loteprednol,DB00873,Punctate keratitis,C0259799,NA,Approved,NA,NA
Loteprednol,DB00873,Rosacea,C0035854,NA,Approved,NA,NA
Loteprednol,DB00873,Herpes zoster keratitis,C1275687,NA,Approved,NA,NA
Loteprednol,DB00873,Iridocyclitis,C0022073,NA,Approved,NA,NA
Loteprednol,DB00873,Anterior uveitis,C0042165,NA,Approved,NA,NA
Loteprednol,DB00873,Ocular Rosacea,C0406486,NA,Approved,NA,NA
Loteprednol,DB00873,Allergic Conjunctivitis,C0009766,NA,Approved,NA,NA
Guaifenesin,DB00874,Headache Disorders,C0393735,NA,Approved,NA,NA
Guaifenesin,DB00874,Fever,C0015967,NA,Approved,NA,NA
Guaifenesin,DB00874,Rhinitis,C0035455,NA,Approved,NA,NA
Guaifenesin,DB00874,Common Cold,C0009443,NA,Approved,NA,NA
Guaifenesin,DB00874,Influenza-like symptoms,C0392171,NA,Approved,NA,NA
Guaifenesin,DB00874,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA
Guaifenesin,DB00874,Nasal congestion (finding),C0027424,NA,Approved,NA,NA
Guaifenesin,DB00874,Rhinorrhea,C1260880,NA,Approved,NA,NA
Guaifenesin,DB00874,Sinus headache,C0037195,NA,Approved,NA,NA
Guaifenesin,DB00874,Coughing,C0010200,NA,Approved,NA,NA
Flupentixol,DB00875,Schizophrenia,C0036341,NA,Approved,NA,NA
Eprosartan,DB00876,Hypertensive disease,C0020538,NA,Approved,NA,NA
Sirolimus,DB00877,Renal Cell Carcinoma,C0007134,NA,Approved,NA,NA
Sirolimus,DB00877,"Malignant lymphoma, lymphocytic, intermediate differentiation, diffuse",C0334634,NA,Approved,NA,NA
Sirolimus,DB00877,Pulmonary lymphangioleiomyomatosis,C0349649,NA,Approved,NA,NA
Chlorhexidine,DB00878,Gingivitis,C0017574,NA,Approved,NA,NA
Emtricitabine,DB00879,HIV Infections,C0019693,NA,Approved,NA,NA
Chlorothiazide,DB00880,Edema,C0013604,NA,Approved,NA,NA
Chlorothiazide,DB00880,Hypertensive urgency,C0745138,NA,Approved,NA,NA
Chlorothiazide,DB00880,Hypertensive disease,C0020538,NA,Approved,NA,NA
Chlorothiazide,DB00880,Chronic heart failure,C0264716,NA,Approved,NA,NA
Quinapril,DB00881,Hypertensive disease,C0020538,NA,Approved,NA,NA
Quinapril,DB00881,Chronic heart failure,C0264716,NA,Approved,NA,NA
Clomifene,DB00882,Female infertility,C0021361,NA,Approved,NA,NA
Isosorbide Dinitrate,DB00883,Chronic heart failure,C0264716,NA,Approved,NA,NA
Isosorbide Dinitrate,DB00883,Angina Pectoris,C0002962,NA,Approved,NA,NA
Risedronate,DB00884,Osteitis Deformans,C0029401,NA,Approved,NA,NA
Risedronate,DB00884,"Osteoporosis, Postmenopausal",C0029458,NA,Approved,NA,NA
Risedronate,DB00884,Osteoporosis,C0029456,NA,Approved,NA,NA
Pemirolast,DB00885,Allergic Conjunctivitis,C0009766,NA,Approved,NA,NA
Pemirolast,DB00885,Asthma,C0004096,NA,Approved,NA,NA
Pemirolast,DB00885,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA
Bumetanide,DB00887,Renal disease with edema NOS,C0866125,NA,Approved,NA,NA
Bumetanide,DB00887,Edema,C0013604,NA,Approved,NA,NA
Mechlorethamine,DB00888,Hodgkin Disease,C0019829,NA,Approved,NA,NA
Mechlorethamine,DB00888,Malignant neoplasm of lung,C0242379,NA,Approved,NA,NA
Mechlorethamine,DB00888,"Lymphoma, Non-Hodgkin",C0024305,NA,Approved,NA,NA
Mechlorethamine,DB00888,Malignant pericardial effusion,C0220655,NA,Approved,NA,NA
Mechlorethamine,DB00888,"Lymphoma, T-Cell, Cutaneous",C0079773,NA,Approved,NA,NA
Mechlorethamine,DB00888,Chronic Lymphocytic Leukemia,C0023434,NA,Approved,NA,NA
Mechlorethamine,DB00888,"Myeloid Leukemia, Chronic",C0023473,NA,Approved,NA,NA
Mechlorethamine,DB00888,"Pleural Effusion, Malignant",C0080032,NA,Approved,NA,NA
Mechlorethamine,DB00888,Malignant ascites,C0220656,NA,Approved,NA,NA
Mechlorethamine,DB00888,Mycosis Fungoides,C0026948,NA,Approved,NA,NA
Granisetron,DB00889,Chemotherapy-induced nausea and vomiting,C0401160,NA,Approved,NA,NA
Dienestrol,DB00890,Dyspareunia,C1384606,NA,Approved,NA,NA
Dienestrol,DB00890,Atrophy of vulva,C0156393,NA,Approved,NA,NA
Dienestrol,DB00890,Atrophic Vaginitis,C0221392,NA,Approved,NA,NA
Sulfapyridine,DB00891,Dermatitis Herpetiformis,C0011608,NA,Approved,NA,NA
Testolactone,DB00894,Malignant epithelial neoplasm of female breast,C3163805,NA,Approved,NA,NA
Rimexolone,DB00896,Uveitis,C0042164,NA,Approved,NA,NA
Triazolam,DB00897,Sleeplessness,C0917801,NA,Approved,NA,NA
Remifentanil,DB00899,Acute postoperative pain,C2215257,NA,Approved,NA,NA
Didanosine,DB00900,HIV Infections,C0019693,NA,Approved,NA,NA
Methdilazine,DB00902,Pruritus,C0033774,NA,Approved,NA,NA
Methdilazine,DB00902,Allergic rhinitis (disorder),C2607914,NA,Approved,NA,NA
Methdilazine,DB00902,Nasal congestion (finding),C0027424,NA,Approved,NA,NA
Methdilazine,DB00902,Angioedema,C0002994,NA,Approved,NA,NA
Methdilazine,DB00902,Symptomatic dermographism,C0343065,NA,Approved,NA,NA
Methdilazine,DB00902,Rhinorrhea,C1260880,NA,Approved,NA,NA
Methdilazine,DB00902,Urticaria,C0042109,NA,Approved,NA,NA
Methdilazine,DB00902,Allergic Conjunctivitis,C0009766,NA,Approved,NA,NA
Methdilazine,DB00902,Sneezing,C0037383,NA,Approved,NA,NA
Etacrynic acid,DB00903,Edema,C0013604,NA,Approved,NA,NA
Ondansetron,DB00904,Chemotherapy-induced nausea and vomiting,C0401160,NA,Approved,NA,NA
Bimatoprost,DB00905,"Glaucoma, Open-Angle",C0017612,NA,Approved,NA,NA
Bimatoprost,DB00905,Ocular Hypertension,C0028840,NA,Approved,NA,NA
Bimatoprost,DB00905,Hypertrichosis of eyelid,C0155213,NA,Approved,NA,NA
Tiagabine,DB00906,Epilepsy characterized by intractable complex partial seizures,C2711653,NA,Approved,NA,NA
Tiagabine,DB00906,Simple Partial Seizures,C0234974,NA,Approved,NA,NA
Quinidine,DB00908,Pseudobulbar affect,C2316460,NA,Approved,NA,NA
Tinidazole,DB00911,Acute amebiasis,C0152499,NA,Approved,NA,NA
Tinidazole,DB00911,Trichomonas Infections,C0040921,NA,Approved,NA,NA
Tinidazole,DB00911,Bacterial Vaginosis,C0085166,NA,Approved,NA,NA
Tinidazole,DB00911,"Liver Abscess, Amebic",C0023886,NA,Approved,NA,NA
Tinidazole,DB00911,Giardiasis,C0017536,NA,Approved,NA,NA
Repaglinide,DB00912,"Diabetes Mellitus, Non-Insulin-Dependent",C0011860,NA,Approved,NA,NA
Amantadine,DB00915,Extrapyramidal Disorders,C0015371,NA,Approved,NA,NA
Amantadine,DB00915,Parkinson Disease,C0030567,NA,Approved,NA,NA
Amantadine,DB00915,Parkinsonian Disorders,C0242422,NA,Approved,NA,NA
Amantadine,DB00915,Influenza due to Influenza A virus,C2711180,NA,Approved,NA,NA
Amantadine,DB00915,"Parkinson Disease, Postencephalitic",C0030568,NA,Approved,NA,NA
Metronidazole,DB00916,"Liver Abscess, Amebic",C0023886,NA,Approved,NA,NA
Metronidazole,DB00916,Bacteroides empyema,C2062454,NA,Approved,NA,NA
Metronidazole,DB00916,Infection due to anaerobic bacteria,C0854328,NA,Approved,NA,NA
Metronidazole,DB00916,Bacterial sepsis,C0684256,NA,Approved,NA,NA
Metronidazole,DB00916,Acute amebiasis,C0152499,NA,Approved,NA,NA
Metronidazole,DB00916,Female genital tract infection,C1263758,NA,Approved,NA,NA
Metronidazole,DB00916,Arthropathy associated with infection,C0157749,NA,Approved,NA,NA
Metronidazole,DB00916,Trichomonas Infections,C0040921,NA,Approved,NA,NA
Metronidazole,DB00916,Liver Abscess,C0023885,NA,Approved,NA,NA
Metronidazole,DB00916,Lower respiratory tract infection,C0149725,NA,Approved,NA,NA
Metronidazole,DB00916,Tubo-ovarian abscess,C0041343,NA,Approved,NA,NA
