"geneNID"	"geneId"	"geneNmea"	"geneDescription"	"pLI"	"DSI"	"DPI"
"13302"	"81493"	"SYNC"	"syncoilin, intermediate filament protein"	"1.8569e-05"		
"13303"	"81494"	"CFHR5"	"complement factor H related 5"	"2.1117e-32"	"0.659"	"0.385"
"13304"	"81501"	"DCSTAMP"	"dendrocyte expressed seven transmembrane protein"	"1.8609e-06"	"0.722"	"0.346"
"13305"	"81502"	"HM13"	"histocompatibility minor 13"	"0.68958"	"0.628"	"0.538"
"13306"	"81532"	"MOB2"	"MOB kinase activator 2"	"0.051345"	"0.78"	"0.269"
"13307"	"81533"	"ITFG1"	"integrin alpha FG-GAP repeat containing 1"	"0.071163"	"0.736"	"0.423"
"13308"	"81537"	"SGPP1"	"sphingosine-1-phosphate phosphatase 1"	"0.0001389"	"0.792"	"0.192"
"13309"	"81539"	"SLC38A1"	"solute carrier family 38 member 1"	"0.93067"	"0.615"	"0.769"
"13310"	"81542"	"TMX1"	"thioredoxin related transmembrane protein 1"	"0.00074607"	"0.76"	"0.269"
"13311"	"81543"	"LRRC3"	"leucine rich repeat containing 3"	"0.0027024"	"1"	"0.077"
"13312"	"81544"	"GDPD5"	"glycerophosphodiester phosphodiesterase domain containing 5"	"0.00025041"	"0.76"	"0.308"
"13313"	"81545"	"FBXO38"	"F-box protein 38"	"0.99879"	"0.792"	"0.115"
"13314"	"81550"	"TDRD3"	"tudor domain containing 3"	"4.1011e-06"	"0.861"	"0.192"
"13315"	"81551"	"STMN4"	"stathmin 4"	"0.090756"	"0.861"	"0.115"
"13316"	"81552"	"VOPP1"	"VOPP1 WW domain binding protein"	"0.32523"	"0.711"	"0.423"
"13317"	"81553"	"CYRIA"	"CYFIP related Rac1 interactor A"	"0.20603"	"0.89"	"0.192"
"13318"	"81554"	"RCC1L"	"RCC1 like"	"0.00086789"	"0.89"	"0.154"
"13319"	"81555"	"YIPF5"	"Yip1 domain family member 5"	"0.98529"	"0.89"	"0.077"
"13320"	"81556"	"INTS14"	"integrator complex subunit 14"	"9.833e-06"		
"13321"	"81557"	"MAGED4B"	"MAGE family member D4B"		"0.612"	"0.423"
"13322"	"81558"	"FAM117A"	"family with sequence similarity 117 member A"	"5.9668e-05"		
"13323"	"81559"	"TRIM11"	"tripartite motif containing 11"	"0.91729"	"0.686"	"0.385"
"13324"	"81562"	"LMAN2L"	"lectin, mannose binding 2 like"	"1.9629e-11"	"0.641"	"0.385"
"13325"	"81563"	"C1orf21"	"chromosome 1 open reading frame 21"	"0.89204"	"0.89"	"0.154"
"13326"	"81565"	"NDEL1"	"nudE neurodevelopment protein 1 like 1"	"0.98351"	"0.666"	"0.462"
"13327"	"81567"	"TXNDC5"	"thioredoxin domain containing 5"	"4.872e-13"	"0.615"	"0.577"
"13328"	"81569"	"ACTL8"	"actin like 8"	"0.31835"	"0.769"	"0.192"
"13329"	"81570"	"CLPB"	"caseinolytic mitochondrial matrix peptidase chaperone subunit B"	"0.00049945"	"0.631"	"0.654"
"13330"	"81572"	"PDRG1"	"p53 and DNA damage regulated 1"	"0.00025916"	"0.76"	"0.231"
"13331"	"81575"	"APOLD1"	"apolipoprotein L domain containing 1"	"0.00011689"	"0.89"	"0.192"
"13332"	"81576"	"CCDC130"	"coiled-coil domain containing 130"	"0.0031562"		
"13333"	"81577"	"GFOD2"	"glucose-fructose oxidoreductase domain containing 2"	"0.046624"	"1"	"0.038"
"13334"	"81578"	"COL21A1"	"collagen type XXI alpha 1 chain"	"5.2336e-24"	"0.861"	"0.154"
"13335"	"81579"	"PLA2G12A"	"phospholipase A2 group XIIA"	"0.00037886"	"0.805"	"0.192"
"13336"	"81602"	"CDADC1"	"cytidine and dCMP deaminase domain containing 1"	"3.1468e-10"		
"13337"	"81603"	"TRIM8"	"tripartite motif containing 8"	"0.99438"	"0.588"	"0.731"
"13338"	"81605"	"URM1"	"ubiquitin related modifier 1"	"0.031327"	"0.89"	"0.154"
"13339"	"81606"	"LBH"	"LBH regulator of WNT signaling pathway"	"0.01436"	"0.686"	"0.5"
"13340"	"81607"	"NECTIN4"	"nectin cell adhesion molecule 4"	"0.8353"	"0.599"	"0.538"
"13341"	"81608"	"FIP1L1"	"factor interacting with PAPOLA and CPSF1"	"0.7889"	"0.575"	"0.577"
"13342"	"81609"	"SNX27"	"sorting nexin 27"	"0.99977"	"0.722"	"0.346"
"13343"	"81610"	"FAM83D"	"family with sequence similarity 83 member D"	"3.128e-08"	"0.769"	"0.192"
"13344"	"81611"	"ANP32E"	"acidic nuclear phosphoprotein 32 family member E"	"0.84376"	"0.839"	"0.115"
"13345"	"81614"	"NIPA2"	"NIPA magnesium transporter 2"	"0.92086"	"0.805"	"0.192"
"13346"	"81615"	"TMEM163"	"transmembrane protein 163"	"0.039734"	"0.805"	"0.269"
"13347"	"81616"	"ACSBG2"	"acyl-CoA synthetase bubblegum family member 2"	"1.0757e-10"	"0.931"	"0.192"
"13348"	"81617"	"CAB39L"	"calcium binding protein 39 like"	"6.3887e-05"	"0.769"	"0.192"
"13349"	"81618"	"ITM2C"	"integral membrane protein 2C"	"0.70418"	"1"	"0.115"
"13350"	"81619"	"TSPAN14"	"tetraspanin 14"	"0.97908"	"0.78"	"0.231"
"13351"	"81620"	"CDT1"	"chromatin licensing and DNA replication factor 1"	"2.5825e-10"	"0.597"	"0.731"
"13352"	"81621"	"KAZALD1"	"Kazal type serine peptidase inhibitor domain 1"	"9.6662e-07"	"0.769"	"0.115"
"13353"	"81622"	"UNC93B1"	"unc-93 homolog B1, TLR signaling regulator"	"0.1428"	"0.666"	"0.538"
"13354"	"81623"	"DEFB126"	"defensin beta 126"	"0.40842"	"0.78"	"0.231"
"13355"	"81624"	"DIAPH3"	"diaphanous related formin 3"	"1.9877e-15"	"0.656"	"0.462"
"13356"	"81628"	"TSC22D4"	"TSC22 domain family member 4"	"0.96057"	"0.839"	"0.154"
"13357"	"81629"	"TSSK3"	"testis specific serine kinase 3"	"0.057013"	"1"	
"13358"	"81631"	"MAP1LC3B"	"microtubule associated protein 1 light chain 3 beta"	"0.0019065"	"0.506"	"0.846"
"13359"	"81669"	"CCNL2"	"cyclin L2"	"0.16094"	"0.792"	"0.308"
"13360"	"81671"	"VMP1"	"vacuole membrane protein 1"	"0.96271"	"0.674"	"0.462"
"13361"	"81689"	"ISCA1"	"iron-sulfur cluster assembly 1"	"0.17085"	"0.792"	"0.231"
"13362"	"81693"	"AMN"	"amnion associated transmembrane protein"	"0.00026529"	"0.678"	"0.577"
"13363"	"81694"	"OR2W2P"	"olfactory receptor family 2 subfamily W member 2 pseudogene"			
"13364"	"81696"	"OR5V1"	"olfactory receptor family 5 subfamily V member 1"	"0.013153"	"0.769"	"0.385"
"13365"	"81697"	"OR2B2"	"olfactory receptor family 2 subfamily B member 2"	"0.0099618"	"1"	"0.038"
"13366"	"81704"	"DOCK8"	"dedicator of cytokinesis 8"	"1.487e-11"	"0.578"	"0.731"
"13367"	"81706"	"PPP1R14C"	"protein phosphatase 1 regulatory inhibitor subunit 14C"	"0.002032"	"0.861"	"0.115"
"13368"	"81786"	"TRIM7"	"tripartite motif containing 7"	"0.02684"	"0.931"	"0.115"
"13369"	"81788"	"NUAK2"	"NUAK family kinase 2"	"4.9899e-05"	"0.7"	"0.231"
"13370"	"81790"	"RNF170"	"ring finger protein 170"	"0.51091"	"0.861"	"0.231"
"13371"	"81792"	"ADAMTS12"	"ADAM metallopeptidase with thrombospondin type 1 motif 12"	"2.4806e-17"	"0.7"	"0.462"
"13372"	"81793"	"TLR10"	"toll like receptor 10"	"3.4787e-09"	"0.592"	"0.654"
"13373"	"81794"	"ADAMTS10"	"ADAM metallopeptidase with thrombospondin type 1 motif 10"	"0.84288"	"0.641"	"0.5"
"13374"	"81796"	"SLCO5A1"	"solute carrier organic anion transporter family member 5A1"	"1.5378e-06"	"0.78"	"0.346"
"13375"	"81797"	"OR12D3"	"olfactory receptor family 12 subfamily D member 3"	"0.0078534"	"0.743"	"0.385"
"13376"	"81831"	"NETO2"	"neuropilin and tolloid like 2"	"0.062704"	"0.78"	"0.192"
"13377"	"81832"	"NETO1"	"neuropilin and tolloid like 1"	"0.052622"	"0.839"	"0.115"
"13378"	"81833"	"SPACA1"	"sperm acrosome associated 1"	"0.022692"		
"13379"	"81839"	"VANGL1"	"VANGL planar cell polarity protein 1"	"0.020285"	"0.57"	"0.538"
"13380"	"81844"	"TRIM56"	"tripartite motif containing 56"	"0.00013625"	"0.729"	"0.5"
"13381"	"81846"	"SBF2"	"SET binding factor 2"	"6.3771e-10"	"0.619"	"0.577"
"13382"	"81847"	"RNF146"	"ring finger protein 146"	"0.81992"	"0.705"	"0.577"
"13383"	"81848"	"SPRY4"	"sprouty RTK signaling antagonist 4"	"0.0004821"	"0.553"	"0.769"
"13384"	"81849"	"ST6GALNAC5"	"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5"	"0.16967"	"0.729"	"0.346"
"13385"	"81851"	"KRTAP1-1"	"keratin associated protein 1-1"	"5.9686e-06"	"0.89"	"0.115"
"13386"	"81853"	"TMEM14B"	"transmembrane protein 14B"	"9.7154e-09"	"0.931"	"0.077"
"13387"	"81854"	"ZNF205-AS1"	"ZNF205 antisense RNA 1"		"0.931"	"0.115"
"13388"	"81855"	"SFXN3"	"sideroflexin 3"	"2.4372e-08"		
"13389"	"81856"	"ZNF611"	"zinc finger protein 611"	"0.067163"	"1"	"0.077"
"13390"	"81857"	"MED25"	"mediator complex subunit 25"	"8.4174e-07"	"0.582"	"0.654"
"13391"	"81858"	"SHARPIN"	"SHANK associated RH domain interactor"	"2.312e-05"	"0.638"	"0.615"
"13392"	"81864"	"EVR3"	"exudative vitreoretinopathy 3"		"1"	"0.077"
"13393"	"81865"	"BFIC2"	"Benign familial infantile convulsions-2"		"0.89"	"0.077"
"13394"	"81873"	"ARPC5L"	"actin related protein 2/3 complex subunit 5 like"	"0.55377"		
"13395"	"81876"	"RAB1B"	"RAB1B, member RAS oncogene family"	"0.88438"	"0.705"	"0.423"
"13396"	"81887"	"LAS1L"	"LAS1 like ribosome biogenesis factor"	"0.99955"	"0.682"	"0.654"
"13397"	"81888"	"HYI"	"hydroxypyruvate isomerase (putative)"	"2.2375e-14"	"1"	"0.077"
"13398"	"81889"	"FAHD1"	"fumarylacetoacetate hydrolase domain containing 1"	"1.9528e-12"	"1"	"0.077"
"13399"	"81890"	"QTRT1"	"queuine tRNA-ribosyltransferase catalytic subunit 1"	"2.5932e-07"	"0.659"	"0.538"
"13400"	"81892"	"SLIRP"	"SRA stem-loop interacting RNA binding protein"	"9.7265e-07"	"1"	"0.115"
"13401"	"81894"	"SLC25A28"	"solute carrier family 25 member 28"	"0.92954"	"0.931"	"0.115"
"13402"	"81928"	"CABLES2"	"Cdk5 and Abl enzyme substrate 2"	"0.00020975"	"0.805"	"0.077"
"13403"	"81929"	"SEH1L"	"SEH1 like nucleoporin"	"0.14936"	"1"	"0.038"
"13404"	"81930"	"KIF18A"	"kinesin family member 18A"	"0.0014835"	"0.729"	"0.308"
"13405"	"81931"	"ZNF93"	"zinc finger protein 93"	"0.00039048"	"0.78"	"0.115"
"13406"	"83259"	"PCDH11Y"	"protocadherin 11 Y-linked"	"0.00016811"	"0.839"	"0.154"
"13407"	"83394"	"PITPNM3"	"PITPNM family member 3"	"0.99992"	"0.705"	"0.385"
"13408"	"83401"	"ELOVL3"	"ELOVL fatty acid elongase 3"	"0.01884"	"0.805"	"0.269"
"13409"	"83416"	"FCRL5"	"Fc receptor like 5"	"4.6105e-17"	"0.722"	"0.462"
"13410"	"83417"	"FCRL4"	"Fc receptor like 4"	"7.9109e-10"	"0.67"	"0.5"
"13411"	"83439"	"TCF7L1"	"transcription factor 7 like 1"	"0.36022"	"0.666"	"0.462"
"13412"	"83442"	"SH3BGRL3"	"SH3 domain binding glutamate rich protein like 3"	"0.149"	"0.751"	"0.308"
"13413"	"83444"	"INO80B"	"INO80 complex subunit B"	"0.75864"	"0.792"	"0.192"
"13414"	"83447"	"SLC25A31"	"solute carrier family 25 member 31"	"7.3162e-10"	"0.931"	"0.038"
"13415"	"83448"	"PUS7L"	"pseudouridine synthase 7 like"	"2.5859e-06"		
"13416"	"83449"	"PMFBP1"	"polyamine modulated factor 1 binding protein 1"	"9.339e-34"	"0.821"	"0.115"
"13417"	"83450"	"DRC3"	"dynein regulatory complex subunit 3"	"2.5027e-09"	"1"	"0.038"
"13418"	"83451"	"ABHD11"	"abhydrolase domain containing 11"	"0.0029581"	"0.839"	"0.154"
"13419"	"83452"	"RAB33B"	"RAB33B, member RAS oncogene family"	"0.67523"	"0.821"	"0.192"
"13420"	"83460"	"EMC6"	"ER membrane protein complex subunit 6"	"0.52298"	"0.769"	"0.154"
"13421"	"83461"	"CDCA3"	"cell division cycle associated 3"	"0.6885"	"0.736"	"0.231"
"13422"	"83463"	"MXD3"	"MAX dimerization protein 3"	"0.0030954"	"0.743"	"0.231"
"13423"	"83464"	"APH1B"	"aph-1 homolog B, gamma-secretase subunit"	"2.8377e-11"	"0.821"	"0.231"
"13424"	"83468"	"GLT8D2"	"glycosyltransferase 8 domain containing 2"	"1.7287e-14"	"0.931"	"0.115"
"13425"	"83473"	"KATNAL2"	"katanin catalytic subunit A1 like 2"	"1.1784e-06"	"0.89"	"0.038"
"13426"	"83475"	"DOHH"	"deoxyhypusine hydroxylase"	"0.015986"	"0.743"	"0.154"
"13427"	"83478"	"ARHGAP24"	"Rho GTPase activating protein 24"	"3.9495e-10"	"0.456"	"0.808"
"13428"	"83479"	"DDX59"	"DEAD-box helicase 59"	"5.8502e-07"	"0.65"	"0.423"
"13429"	"83480"	"PUS3"	"pseudouridine synthase 3"	"1.4003e-08"	"0.78"	"0.346"
"13430"	"83481"	"EPPK1"	"epiplakin 1"	"1.0343e-37"	"0.931"	"0.154"
"13431"	"83482"	"SCRT1"	"scratch family transcriptional repressor 1"	"0.22224"	"0.861"	"0.154"
"13432"	"83483"	"PLVAP"	"plasmalemma vesicle associated protein"	"2.3021e-06"	"0.695"	"0.538"
"13433"	"83538"	"TTC25"	"tetratricopeptide repeat domain 25"		"0.674"	"0.538"
"13434"	"83539"	"CHST9"	"carbohydrate sulfotransferase 9"	"6.9512e-09"	"0.729"	"0.308"
"13435"	"83540"	"NUF2"	"NUF2 component of NDC80 kinetochore complex"	"3.8169e-05"	"0.678"	"0.346"
"13436"	"83541"	"FAM110A"	"family with sequence similarity 110 member A"	"0.36091"	"0.931"	"0.077"
"13437"	"83543"	"AIF1L"	"allograft inflammatory factor 1 like"	"0.0063739"	"0.821"	"0.192"
"13438"	"83544"	"DNAL1"	"dynein axonemal light chain 1"	"0.0088801"	"0.682"	"0.5"
"13439"	"83546"	"RTBDN"	"retbindin"	"3.0152e-10"	"0.839"	"0.038"
"13440"	"83547"	"RILP"	"Rab interacting lysosomal protein"	"4.3414e-11"	"0.89"	"0.154"
"13441"	"83548"	"COG3"	"component of oligomeric golgi complex 3"	"0.99993"	"0.931"	"0.192"
"13442"	"83549"	"UCK1"	"uridine-cytidine kinase 1"	"1.0175e-05"	"0.839"	"0.115"
"13443"	"83550"	"GPR101"	"G protein-coupled receptor 101"	"0.70375"	"0.631"	"0.538"
"13444"	"83552"	"MFRP"	"membrane frizzled-related protein"	"1.3093e-15"	"0.621"	"0.538"
"13445"	"83590"	"TMUB1"	"transmembrane and ubiquitin like domain containing 1"	"0.036741"	"0.861"	"0.269"
"13446"	"83592"	"AKR1E2"	"aldo-keto reductase family 1 member E2"	"2.0973e-11"	"0.805"	"0.269"
"13447"	"83593"	"RASSF5"	"Ras association domain family member 5"	"0.043347"	"0.641"	"0.577"
"13448"	"83595"	"SOX7"	"SRY-box transcription factor 7"	"3.4831e-07"	"0.599"	"0.577"
"13449"	"83596"	"BCL2L12"	"BCL2 like 12"	"3.8273e-09"	"0.606"	"0.654"
"13450"	"83597"	"RTP3"	"receptor transporter protein 3"	"0.20085"	"0.861"	"0.115"
"13451"	"83598"	"LRRC2-AS1"	"LRRC2 antisense RNA 1"			
"13452"	"83604"	"TMEM47"	"transmembrane protein 47"	"0.79685"	"0.821"	"0.154"
"13453"	"83605"	"CCM2"	"CCM2 scaffold protein"	"0.0092809"	"0.636"	"0.385"
"13454"	"83606"	"GUCD1"	"guanylyl cyclase domain containing 1"	"0.24228"	"0.931"	"0.115"
"13455"	"83608"	"C18orf21"	"chromosome 18 open reading frame 21"	"5.6865e-07"	"1"	"0.077"
"13456"	"83636"	"C19orf12"	"chromosome 19 open reading frame 12"	"0.34416"	"0.641"	"0.615"
"13457"	"83637"	"ZMIZ2"	"zinc finger MIZ-type containing 2"	"0.99981"	"1"	"0.038"
"13458"	"83638"	"C11orf68"	"chromosome 11 open reading frame 68"	"0.24562"	"1"	"0.038"
"13459"	"83639"	"TEX101"	"testis expressed 101"	"0.00079525"	"0.78"	"0.154"
"13460"	"83640"	"RAMAC"	"RNA guanine-7 methyltransferase activating subunit"	"0.008396"	"0.839"	"0.115"
"13461"	"83641"	"FAM107B"	"family with sequence similarity 107 member B"	"7.4318e-08"	"0.722"	"0.538"
"13462"	"83642"	"SELENOO"	"selenoprotein O"	"5.1473e-18"	"0.931"	"0.077"
"13463"	"83643"	"CCDC3"	"coiled-coil domain containing 3"	"0.0048709"	"0.861"	"0.077"
"13464"	"83647"	"LINC00529"	"long intergenic non-protein coding RNA 529"			
"13465"	"83648"	"FAM167A"	"family with sequence similarity 167 member A"	"1.0164e-11"	"0.678"	"0.692"
"13466"	"83655"	"LINC00208"	"long intergenic non-protein coding RNA 208"		"1"	"0.077"
"13467"	"83656"	"FAM167A-AS1"	"FAM167A antisense RNA 1"	"0.037394"	"0.931"	"0.231"
"13468"	"83657"	"DYNLRB2"	"dynein light chain roadblock-type 2"	"6.1715e-05"	"0.861"	"0.077"
"13469"	"83658"	"DYNLRB1"	"dynein light chain roadblock-type 1"	"0.16147"	"0.792"	"0.154"
"13470"	"83659"	"TEKT1"	"tektin 1"	"8.9486e-07"	"0.839"	"0.308"
"13471"	"83660"	"TLN2"	"talin 2"	"0.99231"	"0.76"	"0.231"
"13472"	"83661"	"MS4A8"	"membrane spanning 4-domains A8"	"2.4834e-05"	"0.861"	"0.115"
"13473"	"83666"	"PARP9"	"poly(ADP-ribose) polymerase family member 9"	"4.998e-09"	"0.554"	"0.808"
"13474"	"83667"	"SESN2"	"sestrin 2"	"4.1912e-07"	"0.508"	"0.808"
"13475"	"83690"	"CRISPLD1"	"cysteine rich secretory protein LCCL domain containing 1"	"1.8207e-09"	"0.89"	"0.038"
"13476"	"83692"	"CD99L2"	"CD99 molecule like 2"	"0.00017021"	"1"	"0.077"
"13477"	"83693"	"HSDL1"	"hydroxysteroid dehydrogenase like 1"	"0.0034111"	"0.821"	"0.192"
"13478"	"83694"	"RPS6KL1"	"ribosomal protein S6 kinase like 1"	"1.2741e-07"	"1"	"0.038"
"13479"	"83695"	"RHNO1"	"RAD9-HUS1-RAD1 interacting nuclear orphan 1"	"0.0027455"	"0.89"	"0.077"
"13480"	"83696"	"TRAPPC9"	"trafficking protein particle complex 9"	"2.2898e-14"	"0.603"	"0.577"
"13481"	"83697"	"SLC4A9"	"solute carrier family 4 member 9"	"3.2089e-22"	"0.839"	"0.192"
"13482"	"83698"	"CALN1"	"calneuron 1"	"0.031937"	"0.76"	"0.385"
"13483"	"83699"	"SH3BGRL2"	"SH3 domain binding glutamate rich protein like 2"	"1.5983e-07"	"0.839"	"0.115"
"13484"	"83700"	"JAM3"	"junctional adhesion molecule 3"	"0.0006158"	"0.619"	"0.654"
"13485"	"83706"	"FERMT3"	"fermitin family member 3"	"0.00026014"	"0.638"	"0.538"
"13486"	"83714"	"NRIP2"	"nuclear receptor interacting protein 2"	"1.6264e-10"	"0.931"	"0.077"
"13487"	"83715"	"ESPN"	"espin"	"2.8667e-09"	"0.7"	"0.385"
"13488"	"83716"	"CRISPLD2"	"cysteine rich secretory protein LCCL domain containing 2"	"7.8157e-09"	"0.585"	"0.769"
"13489"	"83719"	"YPEL3"	"yippee like 3"	"0.041612"	"0.805"	"0.231"
"13490"	"83723"	"TLCD3B"	"TLC domain containing 3B"	"0.66468"	"0.705"	"0.346"
"13491"	"83729"	"INHBE"	"inhibin subunit beta E"	"1.1184e-08"	"0.821"	"0.308"
"13492"	"83732"	"RIOK1"	"RIO kinase 1"	"2.2477e-14"	"0.751"	"0.231"
"13493"	"83733"	"SLC25A18"	"solute carrier family 25 member 18"	"1.8732e-07"	"0.821"	"0.154"
"13494"	"83734"	"ATG10"	"autophagy related 10"	"2.1789e-08"	"0.653"	"0.577"
"13495"	"83737"	"ITCH"	"itchy E3 ubiquitin protein ligase"	"0.99997"	"0.556"	"0.769"
"13496"	"83741"	"TFAP2D"	"transcription factor AP-2 delta"	"0.99199"	"0.89"	"0.115"
"13497"	"83742"	"MARVELD1"	"MARVEL domain containing 1"	"0.35958"	"0.751"	"0.192"
"13498"	"83743"	"GRWD1"	"glutamate rich WD repeat containing 1"	"0.00039721"	"0.931"	"0.077"
"13499"	"83744"	"ZNF484"	"zinc finger protein 484"	"1.156e-08"	"0.805"	"0.115"
"13500"	"83746"	"L3MBTL2"	"L3MBTL histone methyl-lysine binding protein 2"	"1.0289e-08"	"0.729"	"0.308"
"13501"	"83752"	"LONP2"	"lon peptidase 2, peroxisomal"	"4.2411e-28"	"0.861"	"0.115"
"13502"	"83756"	"TAS1R3"	"taste 1 receptor member 3"	"6.7868e-25"	"0.792"	"0.346"
"13503"	"83758"	"RBP5"	"retinol binding protein 5"	"4.9181e-05"	"0.89"	"0.192"
"13504"	"83786"	"FRMD8"	"FERM domain containing 8"	"0.11432"	"1"	"0.038"
"13505"	"83787"	"ARMC10"	"armadillo repeat containing 10"	"0.00012123"	"0.931"	"0.115"
"13506"	"83795"	"KCNK16"	"potassium two pore domain channel subfamily K member 16"	"0.00010207"	"0.89"	"0.154"
"13507"	"83844"	"USP26"	"ubiquitin specific peptidase 26"		"0.736"	"0.154"
"13508"	"83850"	"ESYT3"	"extended synaptotagmin 3"	"2.3108e-25"	"0.89"	"0.038"
"13509"	"83851"	"SYT16"	"synaptotagmin 16"	"2.0162e-06"		
"13510"	"83852"	"SETDB2"	"SET domain bifurcated histone lysine methyltransferase 2"	"2.3171e-05"	"0.716"	"0.423"
"13511"	"83853"	"ROPN1L"	"rhophilin associated tail protein 1 like"	"2.7455e-06"	"0.617"	"0.692"
"13512"	"83854"	"ANGPTL6"	"angiopoietin like 6"	"2.3705e-08"	"0.656"	"0.462"
"13513"	"83855"	"KLF16"	"Kruppel like factor 16"	"0.19517"	"0.792"	"0.154"
"13514"	"83856"	"FSD1L"	"fibronectin type III and SPRY domain containing 1 like"	"0.23386"	"0.488"	"0.808"
"13515"	"83857"	"TMTC1"	"transmembrane O-mannosyltransferase targeting cadherins 1"	"1.329e-09"	"0.743"	"0.269"
"13516"	"83858"	"ATAD3B"	"ATPase family AAA domain containing 3B"	"1.0032e-22"	"0.792"	"0.231"
"13517"	"83860"	"TAF3"	"TATA-box binding protein associated factor 3"	"0.99997"	"0.931"	"0.038"
"13518"	"83861"	"RSPH3"	"radial spoke head 3"	"9.8725e-08"	"0.682"	"0.5"
"13519"	"83862"	"TMEM120A"	"transmembrane protein 120A"			
"13520"	"83868"	"TTTY13"	"testis-specific transcript, Y-linked 13"		"1"	"0.038"
"13521"	"83869"	"TTTY14"	"testis-specific transcript, Y-linked 14"			
"13522"	"83871"	"RAB34"	"RAB34, member RAS oncogene family"	"5.4311e-07"	"0.792"	"0.385"
"13523"	"83872"	"HMCN1"	"hemicentin 1"	"3.6259e-38"	"0.736"	"0.577"
"13524"	"83873"	"GPR61"	"G protein-coupled receptor 61"	"0.77771"	"1"	"0.077"
"13525"	"83874"	"TBC1D10A"	"TBC1 domain family member 10A"	"0.0042922"	"0.931"	"0.077"
"13526"	"83875"	"BCO2"	"beta-carotene oxygenase 2"	"3.7829e-18"	"0.78"	"0.231"
"13527"	"83876"	"MRO"	"maestro"	"1.7975e-06"	"0.729"	"0.346"
"13528"	"83877"	"TM2D2"	"TM2 domain containing 2"	"0.0064454"	"1"	"0.115"
"13529"	"83878"	"USHBP1"	"USH1 protein network component harmonin binding protein 1"	"2.9968e-17"	"0.705"	"0.269"
"13530"	"83879"	"CDCA7"	"cell division cycle associated 7"	"0.010816"	"0.626"	"0.654"
"13531"	"83881"	"MIXL1"	"Mix paired-like homeobox"	"0.017075"	"0.666"	"0.654"
"13532"	"83882"	"TSPAN10"	"tetraspanin 10"	"9.7125e-06"	"0.821"	"0.269"
"13533"	"83884"	"SLC25A2"	"solute carrier family 25 member 2"	"0.0022001"	"1"	"0.154"
"13534"	"83886"	"PRSS27"	"serine protease 27"	"8.0112e-05"	"0.805"	"0.154"
"13535"	"83888"	"FGFBP2"	"fibroblast growth factor binding protein 2"	"0.0038934"	"0.805"	"0.385"
"13536"	"83889"	"WDR87"	"WD repeat domain 87"	"6.1602e-20"	"0.931"	"0.038"
"13537"	"83890"	"SPATA9"	"spermatogenesis associated 9"	"3.4805e-05"	"0.931"	"0.115"
"13538"	"83891"	"SNX25"	"sorting nexin 25"	"8.178e-05"	"0.931"	"0.038"
"13539"	"83892"	"KCTD10"	"potassium channel tetramerization domain containing 10"	"0.86253"	"0.805"	"0.231"
"13540"	"83893"	"SPATA16"	"spermatogenesis associated 16"	"1.4475e-10"	"0.861"	"0.154"
"13541"	"83894"	"TTC29"	"tetratricopeptide repeat domain 29"	"1.3375e-08"		
"13542"	"83903"	"HASPIN"	"histone H3 associated protein kinase"	"4.9913e-07"	"0.931"	"0.115"
"13543"	"83931"	"STK40"	"serine/threonine kinase 40"	"0.99624"	"0.839"	"0.231"
"13544"	"83932"	"SPRTN"	"SprT-like N-terminal domain"	"0.97354"	"0.691"	"0.5"
"13545"	"83933"	"HDAC10"	"histone deacetylase 10"	"2.9729e-31"	"0.695"	"0.346"
"13546"	"83937"	"RASSF4"	"Ras association domain family member 4"	"1.7281e-13"	"0.736"	"0.346"
"13547"	"83938"	"LRMDA"	"leucine rich melanocyte differentiation associated"	"0.0002589"	"0.659"	"0.577"
"13548"	"83939"	"EIF2A"	"eukaryotic translation initiation factor 2A"	"6.0385e-09"	"0.78"	"0.346"
"13549"	"83940"	"TATDN1"	"TatD DNase domain containing 1"	"6.4923e-16"	"0.839"	"0.192"
"13550"	"83941"	"TM2D1"	"TM2 domain containing 1"	"0.00010999"	"1"	"0.077"
"13551"	"83942"	"TSSK1B"	"testis specific serine kinase 1B"	"0.00013409"	"0.792"	"0.154"
"13552"	"83943"	"IMMP2L"	"inner mitochondrial membrane peptidase subunit 2"	"0.011165"	"0.628"	"0.577"
"13553"	"83953"	"FCAMR"	"Fc fragment of IgA and IgM receptor"	"4.483e-10"	"1"	"0.038"
"13554"	"83955"	"NACA4P"	"NACA family member 4, pseudogene"		"1"	"0.038"
"13555"	"83956"	"RACGAP1P"	"Rac GTPase activating protein 1 pseudogene"		"1"	"0.077"
"13556"	"83959"	"SLC4A11"	"solute carrier family 4 member 11"	"4.6435e-15"	"0.674"	"0.385"
"13557"	"83983"	"TSSK6"	"testis specific serine kinase 6"	"0.741"		
"13558"	"83985"	"SPNS1"	"sphingolipid transporter 1 (putative)"	"0.020414"	"0.716"	"0.385"
"13559"	"83986"	"FAM234A"	"family with sequence similarity 234 member A"	"1.459e-12"	"1"	"0.077"
"13560"	"83987"	"CCDC8"	"coiled-coil domain containing 8"	"0.25395"	"0.599"	"0.692"
"13561"	"83988"	"NCALD"	"neurocalcin delta"	"0.8931"	"0.751"	"0.385"
"13562"	"83989"	"FAM172A"	"family with sequence similarity 172 member A"	"0.00024392"	"0.792"	"0.192"
