"diseaseNID"	"diseaseId"	"diseaseName"	"type"
"12368"	"C0854078"	"Diabetic end stage renal disease"	"disease"
"12369"	"C0854084"	"Streptococcal necrotizing fasciitis"	"disease"
"12370"	"C0854094"	"HIV-2 infection"	"disease"
"12371"	"C0854107"	"Subcutaneous hemorrhage"	"disease"
"12372"	"C0854110"	"Insulin-resistant diabetes mellitus"	"disease"
"12373"	"C0854119"	"Ruptured Appendicitis"	"disease"
"12374"	"C0854135"	"Pseudomonas aeruginosa infection"	"disease"
"12375"	"C0854142"	"Thrombosis of aorta"	"disease"
"12376"	"C0854145"	"Feeding Disorders"	"disease"
"12377"	"C0854178"	"Metastases to adrenals"	"disease"
"12378"	"C0854193"	"Cognitive deterioration"	"disease"
"12379"	"C0854196"	"Hepatobiliary neoplasm"	"disease"
"12380"	"C0854198"	"Metastases to abdominal cavity"	"disease"
"12381"	"C0854211"	"Bacterial keratitis"	"disease"
"12382"	"C0854242"	"Gastrointestinal angiodysplasia"	"disease"
"12383"	"C0854248"	"Pneumonia due to Gram negative bacteria"	"group"
"12384"	"C0854258"	"Pseudoprecocious puberty"	"disease"
"12385"	"C0854260"	"Congenital urinary tract obstruction"	"disease"
"12386"	"C0854279"	"Basal ganglion degeneration"	"disease"
"12387"	"C0854297"	"Head deformity"	"disease"
"12388"	"C0854327"	"Bacillus infection"	"disease"
"12389"	"C0854328"	"Infection due to anaerobic bacteria"	"group"
"12390"	"C0854348"	"Alice in Wonderland Syndrome"	"phenotype"
"12391"	"C0854359"	"Insulin autoimmune syndrome"	"disease"
"12392"	"C0854373"	"Lip discoloration"	"phenotype"
"12393"	"C0854406"	"Chronic proliferative glomerulonephritis"	"disease"
"12394"	"C0854440"	"Fatty acid deficiency"	"disease"
"12395"	"C0854441"	"Gastric mucosal lesion"	"disease"
"12396"	"C0854443"	"Vascular fragility"	"phenotype"
"12397"	"C0854467"	"Myelosuppression"	"phenotype"
"12398"	"C0854486"	"Secretory adenoma of pituitary"	"disease"
"12399"	"C0854492"	"Tertiary hypothyroidism"	"disease"
"12400"	"C0854498"	"Muscular sarcoidosis"	"disease"
"12401"	"C0854525"	"Post surgical diarrhea"	"phenotype"
"12402"	"C0854530"	"Infection by human herpesvirus 6"	"disease"
"12403"	"C0854532"	"Myopericarditis"	"disease"
"12404"	"C0854699"	"Trichomegaly"	"phenotype"
"12405"	"C0854706"	"Neonatal infection"	"disease"
"12406"	"C0854723"	"Retinal Dystrophies"	"group"
"12407"	"C0854739"	"Advanced sleep phase"	"phenotype"
"12408"	"C0854740"	"Delayed sleep phase"	"disease"
"12409"	"C0854750"	"Colorectal cancer recurrent"	"disease"
"12410"	"C0854761"	"Oesophageal carcinoma recurrent"	"disease"
"12411"	"C0854771"	"Stage I Esophageal Squamous Cell Carcinoma"	"disease"
"12412"	"C0854772"	"Stage II Esophageal Squamous Cell Carcinoma"	"disease"
"12413"	"C0854775"	"stage IV pancreatic cancer"	"disease"
"12414"	"C0854776"	"Pancreatic carcinoma non-resectable"	"disease"
"12415"	"C0854777"	"Pancreatic carcinoma recurrent"	"disease"
"12416"	"C0854778"	"Pancreatic carcinoma resectable"	"disease"
"12417"	"C0854792"	"Bile duct cancer resectable"	"disease"
"12418"	"C0854795"	"Resectable Malignant Liver Neoplasm"	"disease"
"12419"	"C0854796"	"Hepatoblastoma non-resectable"	"disease"
"12420"	"C0854802"	"Recurrent Chronic Lymphoid Leukemia"	"disease"
"12421"	"C0854818"	"Adult T-cell lymphoma/leukaemia refractory"	"disease"
"12422"	"C0854821"	"Anaplastic large cell lymphoma T- and null-cell types refractory"	"disease"
"12423"	"C0854834"	"Angioimmunoblastic T-cell lymphoma refractory"	"disease"
"12424"	"C0854850"	"Mycosis fungoides refractory"	"disease"
"12425"	"C0854866"	"Recurrent Non-Hodgkin Lymphoma"	"disease"
"12426"	"C0854867"	"Non-Hodgkin's lymphoma refractory"	"disease"
"12427"	"C0854868"	"Non-Hodgkin's lymphoma transformed recurrent"	"disease"
"12428"	"C0854889"	"Pleural mesothelioma malignant advanced"	"disease"
"12429"	"C0854893"	"Angiosarcoma non-metastatic"	"disease"
"12430"	"C0854906"	"Benign Schwannoma"	"disease"
"12431"	"C0854912"	"Pineal germinoma"	"disease"
"12432"	"C0854914"	"Retinoblastoma bilateral"	"disease"
"12433"	"C0854915"	"Retinoblastoma unilateral"	"disease"
"12434"	"C0854917"	"Rhabdoid Tumor of the Kidney"	"disease"
"12435"	"C0854923"	"Mucinous endometrial carcinoma"	"disease"
"12436"	"C0854924"	"Papillary serous endometrial carcinoma"	"disease"
"12437"	"C0854963"	"Metastatic Penile Cancer"	"disease"
"12438"	"C0854983"	"Lung adenocarcinoma recurrent"	"disease"
"12439"	"C0854985"	"Adenocarcinoma of lung, stage I"	"disease"
"12440"	"C0854987"	"Adenocarcinoma of lung, stage III"	"disease"
"12441"	"C0854988"	"Adenocarcinoma of lung, stage IV"	"disease"
"12442"	"C0855002"	"Recurrent Lung Carcinoma Cell Type Unspecified"	"disease"
"12443"	"C0855005"	"Stage IV Lung Cancer AJCC v7"	"disease"
"12444"	"C0855009"	"Peripheral neuroepithelioma of bone"	"disease"
"12445"	"C0855012"	"Chondrosarcoma metastatic"	"disease"
"12446"	"C0855013"	"Chondrosarcoma recurrent"	"disease"
"12447"	"C0855036"	"Alveolar soft part sarcoma metastatic"	"disease"
"12448"	"C0855040"	"Epithelioid sarcoma non-metastatic"	"disease"
"12449"	"C0855052"	"Extraskeletal Osteosarcoma"	"disease"
"12450"	"C0855054"	"Fibrosarcoma metastatic"	"disease"
"12451"	"C0855056"	"Metastatic leiomyosarcoma"	"disease"
"12452"	"C0855057"	"Primary leiomyosarcoma"	"disease"
"12453"	"C0855069"	"Recurrent Rhabdomyosarcoma"	"disease"
"12454"	"C0855070"	"Synovial sarcoma metastatic"	"disease"
"12455"	"C0855071"	"Synovial sarcoma non-metastatic"	"disease"
"12456"	"C0855073"	"Undifferentiated (Embryonal) Sarcoma"	"disease"
"12457"	"C0855082"	"Refractory Hodgkin Lymphoma"	"disease"
"12458"	"C0855090"	"B-cell lymphoma refractory"	"disease"
"12459"	"C0855095"	"Small Lymphocytic Lymphoma"	"disease"
"12460"	"C0855096"	"B-cell small lymphocytic lymphoma recurrent"	"disease"
"12461"	"C0855111"	"Diffuse large B-cell lymphoma recurrent"	"disease"
"12462"	"C0855112"	"Diffuse large B-cell lymphoma refractory"	"disease"
"12463"	"C0855138"	"Mantle cell lymphoma refractory"	"disease"
"12464"	"C0855139"	"Monocytoid B-cell lymphoma"	"disease"
"12465"	"C0855146"	"B Lymphoblastic Lymphoma"	"disease"
"12466"	"C0855173"	"Placental Choriocarcinoma"	"disease"
"12467"	"C0855197"	"Malignant Testicular Germ Cell Tumor"	"disease"
"12468"	"C0855228"	"Eating disorder symptom"	"phenotype"
"12469"	"C0855230"	"Food hoarding"	"disease"
"12470"	"C0855232"	"Markedly reduced food intake"	"disease"
"12471"	"C0855247"	"Sleep attack"	"disease"
"12472"	"C0855329"	"Electrocardiogram change"	"phenotype"
"12473"	"C0855389"	"Renin decreased"	"phenotype"
"12474"	"C0855740"	"Abnormal platelet function"	"phenotype"
"12475"	"C0855742"	"Abnormal platelet morphology"	"phenotype"
"12476"	"C0855790"	"Decreased mean corpuscular volume"	"phenotype"
"12477"	"C0855997"	"Abnormal basophil morphology"	"phenotype"
"12478"	"C0855999"	"Abnormal eosinophil morphology"	"phenotype"
"12479"	"C0856053"	"Leukemia secondary"	"disease"
"12480"	"C0856054"	"Mental status changes"	"disease"
"12481"	"C0856120"	"Multiple sclerosis relapse"	"disease"
"12482"	"C0856123"	"Myotonia aggravated"	"disease"
"12483"	"C0856151"	"Fat redistribution"	"phenotype"
"12484"	"C0856169"	"Endothelial dysfunction"	"phenotype"
"12485"	"C0856208"	"Increased serum zinc"	"phenotype"
"12486"	"C0856217"	"Functional diarrhoea (due to spastic colon)"	"disease"
"12487"	"C0856238"	"Influenza (epidemic)"	"disease"
"12488"	"C0856247"	"Lumbar spine degeneration"	"disease"
"12489"	"C0856254"	"Neurotic personality"	"disease"
"12490"	"C0856322"	"Alcoholic brain damage"	"disease"
"12491"	"C0856486"	"Circadian dysrhythmia"	"disease"
"12492"	"C0856554"	"Hepatic cancer metastatic"	"disease"
"12493"	"C0856561"	"Opium addiction"	"disease"
"12494"	"C0856597"	"Pulmonary alveolitis"	"disease"
"12495"	"C0856601"	"Rhesus antibodies (anti-D)"	"disease"
"12496"	"C0856626"	"bilateral testicular swelling by history (symptom)"	"phenotype"
"12497"	"C0856636"	"Transient hemiparesis"	"disease"
"12498"	"C0856687"	"Infection caused by Trichinella"	"disease"
"12499"	"C0856716"	"Asthma aspirin-sensitive"	"disease"
"12500"	"C0856727"	"Cholesterol gallstones"	"disease"
"12501"	"C0856737"	"Single vessel disease"	"disease"
"12502"	"C0856738"	"Triple vessel disease"	"disease"
"12503"	"C0856742"	"Post MI"	"phenotype"
"12504"	"C0856747"	"Aneurysm of ascending aorta"	"phenotype"
"12505"	"C0856748"	"Aneurysm of aortic arch"	"disease"
"12506"	"C0856760"	"Bilateral renal artery stenosis"	"disease"
"12507"	"C0856761"	"Budd-Chiari Syndrome"	"disease"
"12508"	"C0856816"	"Primary erythrocytosis"	"disease"
"12509"	"C0856823"	"Undifferentiated type acute leukemia"	"disease"
"12510"	"C0856825"	"Acute GVH disease"	"disease"
"12511"	"C0856830"	"Calcium pyrophosphate arthropathy"	"disease"
"12512"	"C0856835"	"Seronegative juvenile chronic arthritis"	"disease"
"12513"	"C0856836"	"Systemic juvenile chronic arthritis"	"disease"
"12514"	"C0856862"	"Posterior cerebral artery occlusion"	"phenotype"
"12515"	"C0856863"	"Broad-based gait"	"phenotype"
"12516"	"C0856874"	"Subclinical diabetes"	"disease"
"12517"	"C0856900"	"Sarcoma of skin"	"disease"
"12518"	"C0856901"	"Retinol Deficiency"	"disease"
"12519"	"C0856904"	"Allergy to fish"	"phenotype"
"12520"	"C0856953"	"Stress induced hyperglycaemia"	"disease"
"12521"	"C0856975"	"Autistic behavior"	"disease"
"12522"	"C0856977"	"Childhood aggression"	"phenotype"
"12523"	"C0857002"	"Scirrhous gastric carcinoma"	"disease"
"12524"	"C0857004"	"Antral carcinoma"	"disease"
"12525"	"C0857007"	"Hyperbilirubinemia, Neonatal"	"disease"
"12526"	"C0857027"	"Feeling Sick"	"phenotype"
"12527"	"C0857035"	"Acute anaphylaxis"	"disease"
"12528"	"C0857069"	"Chronic candidiasis"	"disease"
"12529"	"C0857070"	"Chronic open angle glaucoma"	"disease"
"12530"	"C0857094"	"Endometriosis related pain"	"disease"
"12531"	"C0857112"	"Bilateral glaucoma"	"disease"
"12532"	"C0857116"	"Gross obesity"	"disease"
"12533"	"C0857122"	"Hyponatraemic"	"disease"
"12534"	"C0857172"	"Persistent dry cough"	"phenotype"
"12535"	"C0857175"	"Postinfarction"	"disease"
"12536"	"C0857177"	"Arthritic pain"	"phenotype"
"12537"	"C0857256"	"Unwell"	"phenotype"
"12538"	"C0857262"	"Bi-ventricular failure"	"disease"
"12539"	"C0857276"	"Patellar subluxation"	"phenotype"
"12540"	"C0857305"	"Thrombocytopenic purpura"	"disease"
"12541"	"C0857306"	"Leishmania donovani disease"	"disease"
"12542"	"C0857307"	"Leishmania tropica disease"	"disease"
"12543"	"C0857345"	"Late onset epilepsy"	"disease"
"12544"	"C0857362"	"Groin nodes"	"disease"
"12545"	"C0857379"	"Abnormality of the pinna"	"phenotype"
"12546"	"C0857406"	"Diabetic neovascularization"	"disease"
"12547"	"C0857439"	"Pituitary hormone deficiency"	"phenotype"
"12548"	"C0857490"	"Granulocyte count"	"phenotype"
"12549"	"C0857493"	"Upper gastrointestinal symptoms"	"disease"
"12550"	"C0857501"	"Acute schizophrenia"	"disease"
"12551"	"C0857516"	"Floppy"	"phenotype"
"12552"	"C0857576"	"Abnormality of thyroid physiology"	"phenotype"
"12553"	"C0857594"	"Specific allergy (drug)"	"disease"
"12554"	"C0857737"	"Vaginal yeast"	"disease"
"12555"	"C0857812"	"Sickle cell-beta^+^-thalassemia"	"disease"
"12556"	"C0857813"	"Hb-SD"	"disease"
"12557"	"C0857825"	"Infection in solid organ transplant recipients"	"disease"
"12558"	"C0857828"	"Infection in the elderly"	"phenotype"
"12559"	"C0857836"	"JC virus infection"	"disease"
"12560"	"C0857841"	"Vaccinia virus infection"	"disease"
"12561"	"C0857846"	"Legionella pneumophila pneumonia"	"disease"
"12562"	"C0857856"	"Staphylococcus aureus abscess"	"disease"
"12563"	"C0857860"	"Staphylococcus aureus endocarditis"	"disease"
"12564"	"C0857862"	"Staphylococcus Aureus Pneumonia"	"disease"
"12565"	"C0857898"	"Abnormal circulating aldosterone"	"phenotype"
"12566"	"C0857899"	"Decreased circulating aldosterone level"	"phenotype"
"12567"	"C0857973"	"Elevated circulating parathyroid hormone level"	"phenotype"
"12568"	"C0858004"	"Influenza A virus infection"	"disease"
"12569"	"C0858005"	"Influenza B virus infection"	"disease"
"12570"	"C0858009"	"Mumps virus infection"	"disease"
"12571"	"C0858213"	"vascular aneurysm"	"disease"
"12572"	"C0858233"	"Stridor, Congenital"	"phenotype"
"12573"	"C0858242"	"Vasopressin low"	"disease"
"12574"	"C0858252"	"Breast adenocarcinoma"	"disease"
"12575"	"C0858259"	"Nasal discomfort"	"phenotype"
"12576"	"C0858277"	"angina symptom"	"phenotype"
"12577"	"C0858312"	"Mycobacterium tuberculosis meningitis"	"disease"
"12578"	"C0858320"	"Plasmodium ovale infection"	"disease"
"12579"	"C0858321"	"Plasmodium vivax infection"	"disease"
"12580"	"C0858353"	"Addicted to heroin"	"disease"
"12581"	"C0858355"	"Addicted to cocaine"	"phenotype"
"12582"	"C0858547"	"Neuroparalysis"	"phenotype"
"12583"	"C0858572"	"Rigidity of limbs"	"phenotype"
"12584"	"C0858598"	"Taste salty"	"phenotype"
"12585"	"C0858599"	"Taste sour"	"phenotype"
"12586"	"C0858600"	"Taste sweet"	"phenotype"
"12587"	"C0858613"	"Optic nerve oedema"	"disease"
"12588"	"C0858617"	"Posterior subcapsular cataract"	"disease"
"12589"	"C0858618"	"Dyschromatopsia"	"disease"
"12590"	"C0858681"	"Vitiligo vulgaris"	"disease"
"12591"	"C0858684"	"Facial telangiectasia"	"phenotype"
"12592"	"C0858699"	"Skin keratosis"	"phenotype"
"12593"	"C0858727"	"Joint swelling inflammatory"	"disease"
"12594"	"C0858734"	"Insulin hypoglycemia"	"disease"
"12595"	"C0858762"	"Neuro-Behcet disease"	"disease"
"12596"	"C0858774"	"Hypomnesia"	"disease"
"12597"	"C0858853"	"Impulsive aggression"	"disease"
"12598"	"C0858854"	"Unrest"	"phenotype"
"12599"	"C0858864"	"Spot pigmented"	"disease"
"12600"	"C0858866"	"Rosacea-like dermatitis"	"disease"
"12601"	"C0858867"	"Reticulocytopenia"	"phenotype"
"12602"	"C0858906"	"Infection pyogenic"	"disease"
"12603"	"C0858924"	"General discomfort"	"phenotype"
"12604"	"C0858925"	"Deafness labyrinthine"	"disease"
"12605"	"C0858959"	"Finger spasticity"	"phenotype"
"12606"	"C0858992"	"Pain after application"	"phenotype"
"12607"	"C0859021"	"Hyperthymic state"	"disease"
"12608"	"C0859023"	"Talkativeness"	"disease"
"12609"	"C0859055"	"Oedema vascular"	"phenotype"
"12610"	"C0859242"	"Renal function disorder"	"disease"
"12611"	"C0859389"	"DDS syndrome"	"phenotype"
"12612"	"C0859886"	"Inherited hearing loss"	"disease"
"12613"	"C0859918"	"Non-seminoma testicular cancer"	"disease"
"12614"	"C0859920"	"Hair Follicle Neoplasm"	"disease"
"12615"	"C0859974"	"Neonatal intestinal obstruction"	"disease"
"12616"	"C0859976"	"Idiopathic achalasia of esophagus"	"disease"
"12617"	"C0860006"	"Hypotonic dehydration"	"disease"
"12618"	"C0860016"	"Fulminant Wilson's disease"	"disease"
"12619"	"C0860023"	"Acute fulminant hepatitis"	"disease"
"12620"	"C0860026"	"Leishmania mexicana disease"	"disease"
"12621"	"C0860027"	"Leishmania infantum disease"	"disease"
"12622"	"C0860029"	"Vaginal Yeast Infections"	"disease"
"12623"	"C0860040"	"BCG infection"	"disease"
"12624"	"C0860158"	"Leydig Cell Hypoplasia"	"disease"
"12625"	"C0860159"	"Partial androgen resistance"	"disease"
"12626"	"C0860168"	"Distal colitis"	"disease"
"12627"	"C0860183"	"Colonic dysfunction"	"disease"
"12628"	"C0860197"	"Advanced chronic liver disease"	"disease"
"12629"	"C0860204"	"Cholestatic liver disease"	"disease"
"12630"	"C0860207"	"Drug-Induced Liver Disease"	"phenotype"
"12631"	"C0860208"	"Fulminant hepatitis B"	"disease"
"12632"	"C0860218"	"ABO incompatibility"	"disease"
"12633"	"C0860236"	"Disseminated leishmaniasis"	"disease"
"12634"	"C0860439"	"Mottled pigmentation"	"phenotype"
"12635"	"C0860451"	"Split ends"	"disease"
"12636"	"C0860452"	"Loss of skin elasticity"	"disease"
"12637"	"C0860471"	"Dairy intolerance"	"disease"
"12638"	"C0860472"	"Adolescent antisocial behaviour"	"disease"
"12639"	"C0860475"	"Lactose intolerant"	"disease"
"12640"	"C0860515"	"Freezing of gait"	"phenotype"
"12641"	"C0860549"	"Refeeding Syndrome"	"disease"
"12642"	"C0860564"	"Retinoic acid syndrome"	"disease"
"12643"	"C0860580"	"Medullary carcinoma of breast"	"disease"
"12644"	"C0860581"	"Mucinous breast cancer"	"disease"
"12645"	"C0860594"	"Malignant melanoma, metastatic"	"disease"
"12646"	"C0860602"	"Anxious personality"	"disease"
"12647"	"C0860603"	"Anxiety symptoms"	"phenotype"
"12648"	"C0860609"	"Inappropriate crying"	"phenotype"
"12649"	"C0860628"	"Loss of memory ability"	"phenotype"
"12650"	"C0860634"	"Psychogenic coma"	"phenotype"
"12651"	"C0860659"	"Aloof"	"disease"
"12652"	"C0861152"	"Bilateral optic neuritis"	"disease"
"12653"	"C0861154"	"Allergic rhinoconjunctivitis"	"disease"
"12654"	"C0861155"	"Rhinoconjunctivitis"	"disease"
"12655"	"C0861156"	"Visual phenomena"	"phenotype"
"12656"	"C0861199"	"Lymphoplasmacytoid immunocytoma"	"disease"
"12657"	"C0861352"	"Lobular Neoplasia"	"disease"
"12658"	"C0861353"	"Noninvasive ductal carcinoma"	"disease"
"12659"	"C0861461"	"Stage IV Colon Carcinoma"	"disease"
"12660"	"C0861471"	"Adenocarcinoma of the cardia"	"disease"
"12661"	"C0861727"	"Pancreatic adenocarcinoma metastatic"	"disease"
"12662"	"C0861748"	"Pancreatic adenocarcinoma resectable"	"disease"
"12663"	"C0861772"	"Stage IV Rectal Carcinoma"	"disease"
"12664"	"C0861830"	"Periampullary carcinoma NOS"	"disease"
"12665"	"C0861876"	"Recurrent Hepatocellular Carcinoma"	"disease"
"12666"	"C0861927"	"B-immunoblastic lymphoma (Kiel Classification)"	"disease"
"12667"	"C0861999"	"Centrocytic (mantle cell) lymphoma (Kiel classification)"	"disease"
"12668"	"C0862030"	"Precursor B-lymphoblastic lymphoma/leukemia"	"disease"
"12669"	"C0862039"	"Precursor B-lymphoblastic lymphoma stage II"	"disease"
"12670"	"C0862196"	"Mycosis fungoides/Sezary syndrome NOS"	"disease"
"12671"	"C0862312"	"Epithelioid mesothelioma, malignant"	"disease"
"12672"	"C0862448"	"Stage IV Renal Cell Cancer"	"disease"
"12673"	"C0862490"	"Endometrioid adenocarcinoma metastatic"	"disease"
"12674"	"C0862506"	"Borderline ovarian tumour"	"disease"
"12675"	"C0862636"	"Adenocarcinoma of the prostate metastatic"	"disease"
"12676"	"C0862719"	"Stage IV Laryngeal Carcinoma"	"disease"
"12677"	"C0862793"	"Adenocarcinoma of lung stage IIIB"	"disease"
"12678"	"C0862802"	"Recurrent lung cancer"	"disease"
"12679"	"C0862847"	"Stage III Lung Cancer"	"disease"
"12680"	"C0862878"	"Dedifferentiated chondrosarcoma"	"disease"
"12681"	"C0862882"	"Multiple trichoepitheliomas"	"disease"
"12682"	"C0862889"	"Superficial basal cell carcinoma"	"disease"
"12683"	"C0862953"	"Cholangiocarcinoma non-resectable"	"disease"
"12684"	"C0863029"	"Localized Ewing Sarcoma"	"disease"
"12685"	"C0863093"	"Cold symptoms"	"disease"
"12686"	"C0863094"	"Recurrent respiratory tract infections"	"disease"
"12687"	"C0863104"	"Neck discomfort"	"phenotype"
"12688"	"C0863106"	"Afebrile seizure"	"disease"
"12689"	"C0863129"	"AGEP"	"disease"
"12690"	"C0863183"	"Larynx carcinoma recurrent"	"disease"
"12691"	"C0863188"	"Stage III Carcinoma of Stomach"	"disease"
"12692"	"C0863194"	"Hepatoma resectable"	"disease"
"12693"	"C0864632"	"dmac"	"disease"
"12694"	"C0864813"	"Sporothrix schenckii Infection"	"disease"
"12695"	"C0865171"	"parathyroiditis"	"disease"
"12696"	"C0865181"	"Female Virilization"	"phenotype"
"12697"	"C0865214"	"Autosomal recessive agammaglobulinemia"	"disease"
"12698"	"C0865236"	"Acute intravascular hemolysis"	"disease"
"12699"	"C0865245"	"progressive anemia"	"disease"
"12700"	"C0865262"	"Thrombopathy"	"disease"
"12701"	"C0865274"	"High-oxygen-affinity hemoglobin"	"disease"
"12702"	"C0865275"	"Polycythemia due to fall in plasma volume"	"disease"
"12703"	"C0865276"	"Polycythemia due to high altitude"	"disease"
"12704"	"C0865304"	"Schizophreniform psychosis NOS"	"disease"
"12705"	"C0865424"	"Adult attention deficit hyperactivity disorder"	"disease"
"12706"	"C0865440"	"(non-specific) purulent meningitis"	"disease"
"12707"	"C0865474"	"Parkinsonism or Parkinson's disease NOS"	"disease"
"12708"	"C0865475"	"Idiopathic Parkinsonism or Parkinson's disease"	"disease"
"12709"	"C0865476"	"Primary Parkinsonism or Parkinson's disease"	"disease"
"12710"	"C0865573"	"Mitral disease"	"disease"
"12711"	"C0865681"	"Chronic myocarditis"	"disease"
"12712"	"C0865791"	"Obstructive bronchitis"	"disease"
"12713"	"C0865800"	"asthma with copd"	"disease"
